PassengerId,HomePlanet,CryoSleep,Cabin,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,GroupID,GroupSize,CabinDeck,CabinNum,CabinSide,Cabin_missing,NoAmenities,LikelyBudgetPassenger,Surname,CryoSleep_missing,RoomService_missing,FoodCourt_missing,ShoppingMall_missing,Spa_missing,VRDeck_missing,TotalSpend,MissingSpendCount,LuxurySpend,EssentialSpend,RoomService_log,FoodCourt_log,ShoppingMall_log,Spa_log,VRDeck_log,TotalSpend_log,LuxurySpend_log,EssentialSpend_log,CryoSleep_ZeroSpend,FamilySize,VIP_confidence,VIP_cleaned,Destination_confidence,Destination_cleaned,Age_confidence
3029_01,Europa,False,C/103/P,21.0,0.0,878.0,82.0,360.0,1784.0,Geno Disgul,False,3029,2,C,103.0,P,0,0,False,Disgul,0,0,0,0,0,0,3104.0,0,3022.0,82.0,0.0,6.778784897685177,4.418840607796598,5.8888779583328805,7.487173694213739,8.040768994367578,8.014004994779459,4.418840607796598,0,5.0,known,False,known,55 Cancri e,known
3029_02,Europa,True,C/103/P,14.0,0.0,0.0,0.0,0.0,0.0,Charga Disgul,True,3029,2,C,103.0,P,0,1,False,Disgul,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,known,False,known,TRAPPIST-1e,known
3030_01,Europa,False,B/97/P,30.0,728.0,2551.0,0.0,48.0,1804.0,Cellum Alaring,True,3030,2,B,97.0,P,0,0,False,Alaring,0,0,0,0,0,0,5131.0,0,4403.0,728.0,6.591673732008658,7.844632644464681,0.0,3.8918202981106265,7.498315870766981,8.543250725735527,8.390268497842571,6.591673732008658,0,10.0,known,False,known,55 Cancri e,known
3030_02,Europa,True,B/97/P,22.0,0.0,0.0,0.0,0.0,0.0,Wezena Alaring,True,3030,2,B,97.0,P,0,1,False,Alaring,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.0,known,False,known,TRAPPIST-1e,known
3032_01,Earth,False,G/478/S,11.0,0.0,0.0,0.0,0.0,0.0,Raque Wolfernan,False,3032,4,G,478.0,S,0,1,False,Wolfernan,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12.0,known,False,known,TRAPPIST-1e,known
3032_02,Earth,True,G/478/S,4.0,0.0,0.0,0.0,0.0,0.0,Loresa Wolfernan,False,3032,4,G,478.0,S,0,1,False,Wolfernan,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12.0,known,False,known,TRAPPIST-1e,known
3032_03,Earth,False,G/478/S,0.0,0.0,0.0,0.0,0.0,0.0,Andie Wolfernan,False,3032,4,G,478.0,S,0,1,False,Wolfernan,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12.0,known,False,known,TRAPPIST-1e,known
3032_04,Earth,False,F/575/S,30.0,479.0,12.0,25.0,643.0,283.0,Ritany Wolfernan,False,3032,4,F,575.0,S,0,0,False,Wolfernan,0,0,0,0,0,0,1442.0,0,938.0,504.0,6.173786103901937,2.5649493574615367,3.258096538021482,6.467698726104354,5.648974238161206,7.274479558773871,6.844815479208263,6.22455842927536,0,12.0,known,False,known,TRAPPIST-1e,known
3033_01,Earth,False,G/479/S,21.0,0.0,27.0,1181.0,0.0,513.0,Hardy Wagnerray,False,3033,1,G,479.0,S,0,0,False,Wagnerray,0,0,0,0,0,0,1721.0,0,540.0,1181.0,0.0,3.332204510175204,7.074963197966044,0.0,6.2422232654551655,7.451241684987676,6.293419278846481,7.074963197966044,0,13.0,known,False,known,PSO J318.5-22,known
3034_01,Europa,False,Unknown,40.0,0.0,0.0,0.0,0.0,0.0,Dscheat Noxnuther,False,3034,1,Unknown,-1.0,Unknown,1,1,False,Noxnuther,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,known,False,known,TRAPPIST-1e,known
3036_01,Earth,False,F/634/P,57.0,506.0,0.0,1.0,178.0,0.0,Penne Booneid,False,3036,1,F,634.0,P,0,0,False,Booneid,0,0,0,0,0,0,685.0,0,178.0,507.0,6.2285110035911835,0.0,0.6931471805599453,5.187385805840755,0.0,6.530877627725885,5.187385805840755,6.230481447578482,0,11.0,known,False,known,PSO J318.5-22,known
3038_01,Mars,False,F/576/S,35.0,1228.0,0.0,0.0,0.0,0.0,Cink Porté,False,3038,1,F,576.0,S,0,0,False,Porté,0,0,0,0,0,0,1228.0,0,0.0,1228.0,7.113956109566034,0.0,0.0,0.0,0.0,7.113956109566034,0.0,7.113956109566034,0,6.0,missing,False,known,TRAPPIST-1e,known
3039_01,Europa,False,A/37/S,32.0,0.0,0.0,0.0,0.0,0.0,Acraban Conamminal,False,3039,1,A,37.0,S,0,1,False,Conamminal,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,known,False,known,TRAPPIST-1e,known
3040_01,Mars,False,F/577/S,32.0,2616.0,0.0,2.0,5.0,0.0,Nilly Purle,False,3040,1,F,577.0,S,0,0,False,Purle,0,0,0,0,0,0,2623.0,0,5.0,2618.0,7.869783902530146,0.0,1.0986122886681098,1.791759469228055,0.0,7.8724551500639794,1.791759469228055,7.870547844507712,0,7.0,known,False,known,TRAPPIST-1e,known
3042_01,Earth,False,F/578/S,30.0,0.0,0.0,301.0,0.0,437.0,Maya Mejiaddox,False,3042,1,F,578.0,S,0,0,False,Mejiaddox,0,0,0,0,0,0,738.0,0,437.0,301.0,0.0,0.0,5.71042701737487,0.0,6.082218910376446,6.6052979209482015,6.082218910376446,5.71042701737487,0,9.0,known,False,known,TRAPPIST-1e,known
3044_01,Earth,False,F/636/P,69.0,577.0,139.0,0.0,0.0,0.0,Joyces Fowlesterez,False,3044,1,F,636.0,P,0,0,False,Fowlesterez,0,0,0,0,0,0,716.0,0,139.0,577.0,6.359573868672378,4.941642422609304,0.0,0.0,0.0,6.57507584059962,4.941642422609304,6.359573868672378,0,18.0,known,False,known,TRAPPIST-1e,known
3045_01,Earth,True,G/480/S,21.0,0.0,0.0,0.0,0.0,0.0,Helean Hestes,False,3045,1,G,480.0,S,0,1,False,Hestes,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.0,known,False,known,TRAPPIST-1e,known
3047_01,Mars,True,E/190/P,17.0,0.0,0.0,0.0,0.0,0.0,Jack Quart,True,3047,2,E,190.0,P,0,1,False,Quart,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.0,known,False,known,PSO J318.5-22,known
3047_02,Mars,False,E/190/P,16.0,995.0,0.0,6.0,48.0,0.0,Wafros Quart,False,3047,2,E,190.0,P,0,0,False,Quart,0,0,0,0,0,0,1049.0,0,48.0,1001.0,6.903747257584598,0.0,1.9459101490553132,3.8918202981106265,0.0,6.956545443151569,3.8918202981106265,6.90975328164481,0,9.0,known,False,known,TRAPPIST-1e,known
3048_01,Mars,True,E/200/S,25.0,0.0,0.0,0.0,0.0,0.0,Mitch Canie,False,3048,1,E,200.0,S,0,1,False,Canie,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,known,False,known,TRAPPIST-1e,known
3050_01,Europa,False,E/191/P,25.0,1586.0,2342.0,947.0,1.0,276.0,Skatik Supred,True,3050,1,E,191.0,P,0,0,False,Supred,0,0,0,0,0,0,5152.0,0,2619.0,2533.0,7.369600720526409,7.759187438507795,6.854354502255021,0.6931471805599453,5.6240175061873385,8.547334348328224,7.8709295967551425,7.837554360881084,0,6.0,known,False,known,TRAPPIST-1e,known
3053_01,Europa,False,Unknown,52.0,0.0,2.0,0.0,10976.0,810.0,Ainor Fuelisent,False,3053,1,Unknown,-1.0,Unknown,1,0,False,Fuelisent,0,0,0,0,0,0,11788.0,0,11788.0,0.0,0.0,1.0986122886681098,0.0,9.303557453687317,6.698268054115413,9.374922172292127,9.374922172292127,0.0,0,5.0,known,False,known,55 Cancri e,known
3054_01,Earth,False,F/579/S,13.0,578.0,77.0,0.0,306.0,5.0,Celis Bootez,False,3054,1,F,579.0,S,0,0,False,Bootez,0,0,0,0,0,0,966.0,0,388.0,578.0,6.361302477572996,4.356708826689592,0.0,5.726847747587197,1.791759469228055,6.874198495453294,5.963579343618446,6.361302477572996,0,7.0,known,False,known,TRAPPIST-1e,known
3055_01,Earth,False,F/637/P,37.0,1086.0,0.0,0.0,41.0,0.0,Inen Casentry,False,3055,1,F,637.0,P,0,0,False,Casentry,0,0,0,0,0,0,1127.0,0,41.0,1086.0,6.99117688712121,0.0,0.0,3.7376696182833684,0.0,7.028201432058005,3.7376696182833684,6.99117688712121,0,5.0,known,False,known,TRAPPIST-1e,known
3060_01,Mars,False,F/581/S,13.0,760.0,2.0,2.0,0.0,0.0,Rowl Chman,False,3060,3,F,581.0,S,0,0,False,Chman,0,0,0,0,0,0,764.0,0,2.0,762.0,6.634633357861686,1.0986122886681098,1.0986122886681098,0.0,0.0,6.639875833826536,1.0986122886681098,6.637258031284457,0,6.0,known,False,known,TRAPPIST-1e,known
3060_02,Mars,False,D/98/S,45.0,3309.0,0.0,10.0,0.0,0.0,Duckes Chman,False,3060,3,D,98.0,S,0,0,False,Chman,0,0,0,0,0,0,3319.0,0,0.0,3319.0,8.104703468371108,0.0,2.3978952727983707,0.0,0.0,8.107720061910534,0.0,8.107720061910534,0,6.0,known,False,known,TRAPPIST-1e,known
3060_03,Mars,True,E/201/S,55.0,0.0,0.0,0.0,0.0,0.0,Torms Chman,False,3060,3,E,201.0,S,0,1,False,Chman,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,known,False,known,TRAPPIST-1e,known
3061_01,Earth,False,F/638/P,22.0,664.0,0.0,0.0,65.0,0.0,Mela Bakericks,False,3061,2,F,638.0,P,0,0,False,Bakericks,0,0,0,0,0,0,729.0,0,65.0,664.0,6.499787040655854,0.0,0.0,4.189654742026425,0.0,6.593044534142437,4.189654742026425,6.499787040655854,0,9.0,known,False,known,TRAPPIST-1e,known
3061_02,Earth,False,G/498/P,39.0,0.0,0.0,0.0,1745.0,72.0,Ritey Hickley,False,3061,2,G,498.0,P,0,0,False,Hickley,0,0,0,0,0,0,1817.0,0,1817.0,0.0,0.0,0.0,0.0,7.465082736399547,4.290459441148391,7.505492274737424,7.505492274737424,0.0,0,4.0,known,False,known,TRAPPIST-1e,known
3062_01,Mars,False,D/99/S,35.0,741.0,0.0,31.0,0.0,36.0,Hion Frasp,False,3062,1,D,99.0,S,0,0,False,Frasp,0,0,0,0,0,0,808.0,0,36.0,772.0,6.60934924316738,0.0,3.4657359027997265,0.0,3.6109179126442243,6.695798917058491,3.6109179126442243,6.650279048587422,0,8.0,known,False,known,TRAPPIST-1e,known
3063_01,Earth,True,G/499/P,19.0,0.0,0.0,0.0,0.0,0.0,Jerrye Daughttley,True,3063,3,G,499.0,P,0,1,False,Daughttley,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.0,known,False,known,PSO J318.5-22,known
3063_02,Earth,True,G/499/P,7.0,0.0,0.0,0.0,0.0,0.0,Joana Daughttley,True,3063,3,G,499.0,P,0,1,False,Daughttley,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.0,known,False,known,TRAPPIST-1e,known
3063_03,Earth,False,E/192/P,19.0,1.0,0.0,0.0,450.0,254.0,Elina Daughttley,False,3063,3,E,192.0,P,0,0,False,Daughttley,0,0,0,0,0,0,705.0,0,704.0,1.0,0.6931471805599453,0.0,0.0,6.111467339502679,5.541263545158426,6.559615237493242,6.558197802812269,0.6931471805599453,0,9.0,known,False,known,TRAPPIST-1e,known
3064_01,Earth,True,G/482/S,21.0,0.0,0.0,0.0,0.0,0.0,Thewis Spencervan,True,3064,1,G,482.0,S,0,1,False,Spencervan,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12.0,known,False,known,TRAPPIST-1e,known
3065_01,Europa,False,D/94/P,37.0,0.0,2065.0,1650.0,356.0,1.0,Solark Preeldy,True,3065,1,D,94.0,P,0,0,False,Preeldy,0,0,0,0,0,0,4072.0,0,2422.0,1650.0,0.0,7.633369649679584,7.409136443920128,5.877735781779639,0.6931471805599453,8.312135107648412,7.792761720816526,7.409136443920128,0,12.0,known,False,known,55 Cancri e,known
3066_01,Earth,False,E/193/P,35.0,1609.0,0.0,0.0,0.0,0.0,Felia Hortis,False,3066,1,E,193.0,P,0,0,False,Hortis,0,0,0,0,0,0,1609.0,0,0.0,1609.0,7.383989457978509,0.0,0.0,0.0,0.0,7.383989457978509,0.0,7.383989457978509,0,9.0,known,False,known,TRAPPIST-1e,known
3067_01,Earth,True,G/483/S,22.0,0.0,0.0,0.0,0.0,0.0,France Dicksons,True,3067,1,G,483.0,S,0,1,False,Dicksons,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.0,known,False,known,TRAPPIST-1e,known
3068_01,Earth,False,G/500/P,62.0,379.0,453.0,0.0,7.0,0.0,Tyrona Mcfarley,False,3068,1,G,500.0,P,0,0,False,Mcfarley,0,0,0,0,0,0,839.0,0,460.0,379.0,5.940171252720432,6.118097198041348,0.0,2.0794415416798357,0.0,6.733401891837359,6.133398042996649,5.940171252720432,0,7.0,known,False,known,TRAPPIST-1e,known
3070_01,Earth,True,G/501/P,41.0,0.0,0.0,0.0,0.0,0.0,Bel Haydenez,True,3070,1,G,501.0,P,0,1,False,Haydenez,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,known,False,known,TRAPPIST-1e,known
3071_01,Europa,True,B/113/S,16.0,0.0,0.0,0.0,0.0,0.0,Saiphda Cracionfic,True,3071,2,B,113.0,S,0,1,False,Cracionfic,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,known,False,known,TRAPPIST-1e,known
3071_02,Europa,False,B/113/S,26.0,0.0,0.0,8.0,21.0,6023.0,Alballa Cracionfic,False,3071,2,B,113.0,S,0,0,False,Cracionfic,0,0,0,0,0,0,6052.0,0,6044.0,8.0,0.0,0.0,2.1972245773362196,3.091042453358316,8.703506769479729,8.708309295891688,8.706986763048892,2.1972245773362196,0,4.0,known,False,known,TRAPPIST-1e,known
3073_01,Mars,True,F/640/P,36.0,0.0,0.0,0.0,0.0,0.0,Krios Shbre,True,3073,1,F,640.0,P,0,1,False,Shbre,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8.0,known,False,known,TRAPPIST-1e,known
3076_01,Earth,True,G/502/P,31.7122688407238,0.0,0.0,0.0,0.0,0.0,Jaimez Mcfaddenson,True,3076,1,G,502.0,P,0,1,False,Mcfaddenson,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.0,known,False,known,PSO J318.5-22,inferred_solo_adult
3079_01,Earth,False,F/642/P,22.0,35.0,0.0,36.0,581.0,0.0,Charly Booters,False,3079,1,F,642.0,P,0,0,False,Booters,0,0,0,0,0,0,652.0,0,581.0,71.0,3.58351893845611,0.0,3.6109179126442243,6.366470447731438,0.0,6.481577129276431,6.366470447731438,4.276666119016055,0,4.0,known,False,known,55 Cancri e,known
3080_01,Earth,False,F/584/S,40.0,0.0,0.0,0.0,822.0,2.0,Florey Alldson,False,3080,1,F,584.0,S,0,0,False,Alldson,0,0,0,0,0,0,824.0,0,824.0,0.0,0.0,0.0,0.0,6.71295620067707,1.0986122886681098,6.715383386334681,6.715383386334681,0.0,0,14.0,known,False,known,TRAPPIST-1e,known
3081_01,Europa,False,C/118/S,50.0,0.0,1547.0,0.0,1784.0,1.0,Gollux Reedall,True,3081,2,C,118.0,S,0,0,False,Reedall,0,0,0,0,0,0,3332.0,0,3332.0,0.0,0.0,7.344719054149673,0.0,7.487173694213739,0.6931471805599453,8.11162807830774,8.11162807830774,0.0,0,9.0,known,False,known,55 Cancri e,known
3081_02,Europa,True,C/118/S,57.0,0.0,0.0,0.0,0.0,0.0,Sadirak Reedall,True,3081,2,C,118.0,S,0,1,False,Reedall,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.0,known,False,known,TRAPPIST-1e,known
3082_01,Earth,False,G/503/P,15.0,1.0,30.0,1793.0,0.0,0.0,Kayd Wilkinner,True,3082,1,G,503.0,P,0,0,False,Wilkinner,0,0,0,0,0,0,1824.0,0,30.0,1794.0,0.6931471805599453,3.4339872044851463,7.492203042618741,0.0,0.0,7.509335266016592,3.4339872044851463,7.492760300922379,0,4.0,known,False,known,PSO J318.5-22,known
3083_01,Europa,False,D/100/S,23.0,0.0,587.0,0.0,1497.0,1014.0,Antak Bootty,False,3083,1,D,100.0,S,0,0,False,Bootty,0,0,0,0,0,0,3098.0,0,3098.0,0.0,0.0,6.376726947898627,0.0,7.311886164077165,6.922643891475888,8.038834757787749,8.038834757787749,0.0,0,4.0,known,False,known,55 Cancri e,known
3084_01,Mars,True,D/101/S,60.0,0.0,0.0,0.0,0.0,0.0,Bakix Flell,True,3084,1,D,101.0,S,0,1,False,Flell,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.0,known,False,known,55 Cancri e,known
3085_01,Earth,False,G/504/P,73.0,0.0,0.0,0.0,153.0,556.0,Coracy Briggins,False,3085,1,G,504.0,P,0,0,False,Briggins,0,0,0,0,0,0,709.0,0,709.0,0.0,0.0,0.0,0.0,5.0369526024136295,6.322565239927284,6.565264970035361,6.565264970035361,0.0,0,10.0,known,False,known,TRAPPIST-1e,known
3087_01,Earth,True,G/505/P,35.0,0.0,0.0,0.0,0.0,0.0,Chadie Flyncharlan,True,3087,1,G,505.0,P,0,1,False,Flyncharlan,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,known,False,known,TRAPPIST-1e,known
3088_01,Europa,False,A/25/P,28.0,0.0,0.0,0.0,0.0,0.0,Dscha Dishearly,False,3088,1,A,25.0,P,0,1,False,Dishearly,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,known,False,known,TRAPPIST-1e,known
3090_01,Europa,False,B/115/S,27.0,0.0,6013.0,0.0,820.0,31.0,Minoces Myling,True,3090,1,B,115.0,S,0,0,False,Myling,0,0,0,0,0,0,6864.0,0,6864.0,0.0,0.0,8.701845363548474,0.0,6.710523109452428,3.4657359027997265,8.834191318202071,8.834191318202071,0.0,0,9.0,known,True,known,TRAPPIST-1e,known
3091_01,Europa,False,Unknown,14.0,0.0,946.0,0.0,7860.0,384.0,Kitakan Wingcoling,False,3091,2,D,102.0,S,1,0,False,Wingcoling,0,0,0,0,0,0,9190.0,0,9190.0,0.0,0.0,6.853299093186078,0.0,8.969669103793757,5.953243334287785,9.12598002335811,9.12598002335811,0.0,0,4.0,known,False,known,TRAPPIST-1e,known
3091_02,Europa,True,D/102/S,26.0,0.0,0.0,0.0,0.0,0.0,Shaiaz Wingcoling,True,3091,2,D,102.0,S,0,1,False,Wingcoling,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,known,False,known,TRAPPIST-1e,known
3092_01,Earth,False,G/506/P,22.0,0.0,0.0,102.0,43.0,700.0,Stace Solivers,False,3092,1,G,506.0,P,0,0,False,Solivers,0,0,0,0,0,0,845.0,0,743.0,102.0,0.0,0.0,4.634728988229636,3.784189633918261,6.55250788703459,6.740519359606223,6.612041034833092,4.634728988229636,0,7.0,known,False,known,TRAPPIST-1e,known
3093_01,Mars,False,E/194/P,22.0,2229.0,0.0,1349.0,121.0,0.0,Berk Terte,True,3093,1,E,194.0,P,0,0,False,Terte,0,0,0,0,0,0,3699.0,0,121.0,3578.0,7.709756864454165,0.0,7.2078598714324755,4.804021044733257,0.0,8.216088098632316,4.804021044733257,8.182838710766026,0,6.0,known,False,known,55 Cancri e,known
3095_01,Mars,False,F/585/S,71.0,924.0,1284.0,10.0,9.0,0.0,Aarjel Rhuba,False,3095,1,F,585.0,S,0,0,False,Rhuba,0,0,0,0,0,0,2227.0,0,1293.0,934.0,6.829793737512425,7.158513997329321,2.3978952727983707,2.302585092994046,0.0,7.708859601047175,7.165493475060845,6.840546529288687,0,5.0,known,False,known,PSO J318.5-22,known
3096_01,Mars,False,D/103/S,25.0,5.0,1.0,633.0,0.0,188.0,Seat Khaf,True,3096,1,D,103.0,S,0,0,False,Khaf,0,0,0,0,0,0,827.0,0,189.0,638.0,1.791759469228055,0.6931471805599453,6.452048954437226,0.0,5.241747015059643,6.71901315438526,5.247024072160486,6.459904454377535,0,6.0,known,False,known,55 Cancri e,known
3099_01,Mars,True,E/203/S,27.0,0.0,0.0,0.0,0.0,0.0,Chones Bine,True,3099,1,E,203.0,S,0,1,False,Bine,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12.0,known,False,known,TRAPPIST-1e,known
3100_01,Earth,False,G/485/S,1.0,0.0,0.0,0.0,0.0,0.0,Andrey Farmonrada,False,3100,3,G,485.0,S,0,1,False,Farmonrada,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,known,False,known,TRAPPIST-1e,known
3100_02,Earth,False,F/586/S,52.0,809.0,0.0,0.0,0.0,0.0,Jord Farmonrada,True,3100,3,F,586.0,S,0,0,False,Farmonrada,0,0,0,0,0,0,809.0,0,0.0,809.0,6.697034247666484,0.0,0.0,0.0,0.0,6.697034247666484,0.0,6.697034247666484,0,8.0,known,False,known,TRAPPIST-1e,known
3100_03,Earth,True,G/485/S,0.0,0.0,0.0,0.0,0.0,0.0,Gordo Farmonrada,True,3100,3,G,485.0,S,0,1,False,Farmonrada,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8.0,known,False,known,TRAPPIST-1e,known
3102_01,Europa,True,B/101/P,30.0,0.0,0.0,0.0,0.0,0.0,Tachba Mirinanty,True,3102,1,B,101.0,P,0,1,False,Mirinanty,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,known,False,known,55 Cancri e,known
3103_01,Europa,False,B/102/P,52.0,0.0,7452.0,0.0,1158.0,7979.0,Aldibah Baleful,False,3103,1,B,102.0,P,0,0,False,Baleful,0,0,0,0,0,0,16589.0,0,16589.0,0.0,0.0,8.916371914881694,0.0,7.055312843339752,8.984693690443855,9.71655538318449,9.71655538318449,0.0,0,4.0,known,True,known,TRAPPIST-1e,known
3104_01,Earth,False,G/507/P,12.0,0.0,0.0,0.0,0.0,0.0,Shally Fowles,True,3104,2,G,507.0,P,0,1,False,Fowles,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,known,False,known,TRAPPIST-1e,known
3104_02,Earth,True,G/507/P,22.0,0.0,0.0,0.0,0.0,0.0,Lorice Fowles,True,3104,2,G,507.0,P,0,1,False,Fowles,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.0,known,False,known,TRAPPIST-1e,known
3110_01,Earth,False,G/509/P,24.0,520.0,0.0,0.0,195.0,0.0,Dandra Joyneidez,True,3110,1,G,509.0,P,0,0,False,Joyneidez,0,0,0,0,0,0,715.0,0,195.0,520.0,6.255750041753367,0.0,0.0,5.278114659230517,0.0,6.573680166960646,5.278114659230517,6.255750041753367,0,7.0,known,False,known,TRAPPIST-1e,known
3111_01,Mars,False,D/95/P,22.0,1173.0,0.0,0.0,9.0,0.0,Goles Ramad,False,3111,1,D,95.0,P,0,0,False,Ramad,0,0,0,0,0,0,1182.0,0,9.0,1173.0,7.068172000388042,0.0,0.0,2.302585092994046,0.0,7.075808863978387,2.302585092994046,7.068172000388042,0,9.0,known,False,known,TRAPPIST-1e,known
3112_01,Earth,True,G/488/S,15.0,0.0,0.0,0.0,0.0,0.0,Billey Romason,False,3112,1,G,488.0,S,0,1,False,Romason,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,missing,False,known,PSO J318.5-22,known
3113_01,Mars,True,D/96/P,21.0,0.0,0.0,0.0,0.0,0.0,Sceros Lake,True,3113,2,D,96.0,P,0,1,False,Lake,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11.0,known,False,known,TRAPPIST-1e,known
3113_02,Mars,True,D/96/P,56.0,0.0,0.0,0.0,0.0,0.0,Eloos Lake,True,3113,2,D,96.0,P,0,1,False,Lake,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11.0,known,False,known,55 Cancri e,known
3114_01,Mars,False,D/97/P,50.0,1598.0,0.0,155.0,26.0,0.0,Yapich Sad,False,3114,1,D,97.0,P,0,0,False,Sad,0,0,0,0,0,0,1779.0,0,26.0,1753.0,7.377133712833954,0.0,5.049856007249537,3.295836866004329,0.0,7.484368643286131,3.295836866004329,7.469654172932128,0,6.0,known,False,known,TRAPPIST-1e,known
3116_01,Earth,False,F/645/P,20.0,127.0,0.0,656.0,0.0,21.0,Jaye Mcguirez,False,3116,1,F,645.0,P,0,0,False,Mcguirez,0,0,0,0,0,0,804.0,0,21.0,783.0,4.852030263919617,0.0,6.48768401848461,0.0,3.091042453358316,6.690842277418564,3.091042453358316,6.664409020350408,0,7.0,known,False,known,TRAPPIST-1e,known
3117_01,Earth,False,F/646/P,32.0,0.0,0.0,47.0,857.0,23.0,,False,3117,1,F,646.0,P,0,0,False,,0,0,0,0,0,0,927.0,0,880.0,47.0,0.0,0.0,3.871201010907891,6.754604099487962,3.1780538303479458,6.833031732786201,6.78105762593618,3.871201010907891,0,,known,False,known,TRAPPIST-1e,known
3118_01,Earth,True,G/510/P,28.0,0.0,0.0,0.0,0.0,0.0,Sus Coolez,False,3118,1,G,510.0,P,0,1,False,Coolez,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.0,known,False,known,TRAPPIST-1e,known
3119_01,Earth,False,G/490/S,74.0,571.0,0.0,0.0,277.0,0.0,Jorgie Hamberterry,False,3119,1,G,490.0,S,0,0,False,Hamberterry,0,0,0,0,0,0,848.0,0,277.0,571.0,6.349138991379798,0.0,0.0,5.627621113690637,0.0,6.744059186311348,5.627621113690637,6.349138991379798,0,11.0,known,False,known,TRAPPIST-1e,known
